steady_clock
1
1000000000
steady = true

experimento;funcion;algoritmo;n;tiempo;
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.006403ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.012412ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.004711ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.005298ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.00184ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.004325ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003944ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.00441ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001864ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.004004ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003573ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003498ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001589ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003433ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003538ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003769ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.002341ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003453ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.004104ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003313ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001614ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003623ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003704ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003393ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001709ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003588ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003378ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003308ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001614ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003388ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003228ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003618ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001755ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003287ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003272ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003368ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001704ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003132ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003357ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003333ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001559ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003293ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003233ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003297ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001559ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003358ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003147ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003393ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001589ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003403ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003188ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003894ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001764ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003293ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003263ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003303ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001528ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003237ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003168ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003242ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001579ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003283ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003257ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003338ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001544ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003418ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003247ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003453ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001609ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003528ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003138ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003503ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001725ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003564ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003348ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003523ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001524ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003403ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003468ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003458ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001649ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003433ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003478ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003498ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001619ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003508ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003298ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003258ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001649ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003583ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003418ms
compare_backtracking;randomValuesAndSizes;backtracking_dos_podas;0;0.003328ms
compare_backtracking;randomValuesAndSizes;backtracking_sin_poda;0;0.001549ms
compare_backtracking;randomValuesAndSizes;backtracking_factibilidad;0;0.003448ms
compare_backtracking;randomValuesAndSizes;backtracking_optimalidad;0;0.003327ms
