experiment;function;algorithm;bkpSize;n;t
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;135;135;0.784453ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;136;136;0.798235ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;137;137;0.807199ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;138;138;0.841255ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;139;139;0.837641ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;140;140;0.84188ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;141;141;0.856429ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;142;142;0.865637ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;143;143;0.879962ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;144;144;0.894061ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;145;145;0.915419ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;146;146;0.914165ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;147;147;0.929142ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;148;148;0.943223ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;149;149;0.973459ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;150;150;0.966011ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;151;151;0.976458ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;152;152;0.995902ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;153;153;1.00396ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;154;154;1.01523ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;155;155;1.02988ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;156;156;1.04519ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;157;157;1.05638ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;158;158;1.06671ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;159;159;1.10167ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;160;160;1.09978ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;161;161;1.10878ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;162;162;1.12019ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;163;163;1.14115ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;164;164;1.14689ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;165;165;1.16583ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;166;166;1.17678ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;167;167;1.21639ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;168;168;1.20221ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;169;169;1.21922ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;170;170;1.23603ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;171;171;1.25028ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;172;172;1.26041ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;173;173;1.30294ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;174;174;1.28943ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;175;175;1.3252ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;176;176;1.3303ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;177;177;1.33569ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;178;178;1.34769ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;179;179;1.37383ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;180;180;1.37759ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;181;181;1.39645ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;182;182;1.42379ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;183;183;1.42569ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;184;184;1.44298ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;185;185;1.45702ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;186;186;1.47364ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;187;187;1.4922ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;188;188;1.5007ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;189;189;1.53892ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;190;190;1.54009ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;191;191;1.55025ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;192;192;1.56838ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;193;193;1.5818ms
compare_algorithms;allItemsSize1Value1_nEqualsW;dynamic_programming;194;194;1.59813ms
