compare_backtracking;allItemsSize1_nEqualsW;backtrackingSinPoda;1;1;0.018693ms
compare_algorithms;allItemsSize1_nEqualsW;backtrackingPodaFactibilidad;1;1;0.013922ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingPodaOptimalidad;1;1;0.01077ms
compare_backtracking;allItemsSize1_nEqualsW;backtracking;1;1;0.00871ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingSinPoda;1;1;0.004755ms
compare_algorithms;allItemsSize1_nEqualsW;backtrackingPodaFactibilidad;1;1;0.005262ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingPodaOptimalidad;1;1;0.007628ms
compare_backtracking;allItemsSize1_nEqualsW;backtracking;1;1;0.006685ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingSinPoda;1;1;0.004425ms
compare_algorithms;allItemsSize1_nEqualsW;backtrackingPodaFactibilidad;1;1;0.005538ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingPodaOptimalidad;1;1;0.00681ms
compare_backtracking;allItemsSize1_nEqualsW;backtracking;1;1;0.007217ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingSinPoda;1;1;0.004415ms
compare_algorithms;allItemsSize1_nEqualsW;backtrackingPodaFactibilidad;1;1;0.005276ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingPodaOptimalidad;1;1;0.006851ms
compare_backtracking;allItemsSize1_nEqualsW;backtracking;1;1;0.011ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingSinPoda;1;1;0.00448ms
compare_algorithms;allItemsSize1_nEqualsW;backtrackingPodaFactibilidad;1;1;0.005177ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingPodaOptimalidad;1;1;0.006599ms
compare_backtracking;allItemsSize1_nEqualsW;backtracking;1;1;0.006375ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingSinPoda;1;1;0.004095ms
compare_algorithms;allItemsSize1_nEqualsW;backtrackingPodaFactibilidad;1;1;0.005057ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingPodaOptimalidad;1;1;0.00686ms
compare_backtracking;allItemsSize1_nEqualsW;backtracking;1;1;0.006449ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingSinPoda;1;1;0.00435ms
compare_algorithms;allItemsSize1_nEqualsW;backtrackingPodaFactibilidad;1;1;0.005051ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingPodaOptimalidad;1;1;0.006375ms
compare_backtracking;allItemsSize1_nEqualsW;backtracking;1;1;0.006475ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingSinPoda;1;1;0.0043ms
compare_algorithms;allItemsSize1_nEqualsW;backtrackingPodaFactibilidad;1;1;0.005212ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingPodaOptimalidad;1;1;0.006495ms
compare_backtracking;allItemsSize1_nEqualsW;backtracking;1;1;0.006601ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingSinPoda;1;1;0.004094ms
compare_algorithms;allItemsSize1_nEqualsW;backtrackingPodaFactibilidad;1;1;0.005112ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingPodaOptimalidad;1;1;0.00642ms
compare_backtracking;allItemsSize1_nEqualsW;backtracking;1;1;0.006545ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingSinPoda;1;1;0.004089ms
compare_algorithms;allItemsSize1_nEqualsW;backtrackingPodaFactibilidad;1;1;0.005007ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingPodaOptimalidad;1;1;0.0066ms
compare_backtracking;allItemsSize1_nEqualsW;backtracking;1;1;0.00648ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingSinPoda;1;1;0.004189ms
compare_algorithms;allItemsSize1_nEqualsW;backtrackingPodaFactibilidad;1;1;0.004871ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingPodaOptimalidad;1;1;0.00665ms
compare_backtracking;allItemsSize1_nEqualsW;backtracking;1;1;0.00625ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingSinPoda;1;1;0.004109ms
compare_algorithms;allItemsSize1_nEqualsW;backtrackingPodaFactibilidad;1;1;0.004967ms
compare_backtracking;allItemsSize1_nEqualsW;backtrackingPodaOptimalidad;1;1;0.00622ms
